City,location_id,Cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes,year,Latitude,Longitude
West Palm Beach-Ft. Pierce FL,548,64,41,62,56,76,50,55,36,56,2012,27.366166,-80.2467597
Wheeling WV-Steubenville OH,554,77,23,72,82,75,61,100,38,56,2012,40.3668048,-80.6317037
Wichita Falls TX & Lawton OK,627,52,37,54,63,86,53,75,50,58,2012,34.6092311,-98.418011
Wichita-Hutchinson KS,678,58,38,59,67,50,53,61,47,56,2012,37.6871761,-97.330053
Wilkes Barre-Scranton PA,577,67,34,62,81,78,69,76,52,63,2012,41.2343893,-75.8534771
Wilmington NC,550,62,43,71,65,68,52,62,55,57,2012,34.2103894,-77.8868117
Yakima-Pasco-Richland-Kennewick WA,810,55,31,57,67,54,65,58,49,67,2012,46.2529128,-119.230849
Youngstown OH,536,69,47,55,85,67,51,70,63,61,2012,41.0997803,-80.6495194
Yuma AZ-El Centro CA,771,53,19,44,72,44,43,56,60,58,2012,32.6926512,-114.6276916
Zanesville OH,596,63,78,76,71,84,47,60,54,61,2012,39.9403453,-82.0131924
Abilene-Sweetwater TX,662,57,33,64,81,95,78,76,65,79,2013,32.4106903,-99.7653019
Albany GA,525,68,57,75,70,47,56,65,55,73,2013,31.5785074,-84.155741
Albany-Schenectady-Troy NY,532,69,26,64,73,50,72,69,50,69,2013,42.7636479,-73.6536209
Albuquerque-Santa Fe NM,790,66,34,61,70,46,68,65,54,78,2013,35.658802,-105.9603685
Alexandria LA,644,52,38,69,69,55,54,77,45,65,2013,31.3112936,-92.4451371
Alpena MI,583,66,0,87,81,49,79,100,0,70,2013,45.0616794,-83.4327528
Amarillo TX,634,62,32,60,62,54,68,69,35,67,2013,35.2219971,-101.8312969
Anchorage AK,743,56,27,74,61,30,66,58,43,67,2013,61.2180556,-149.9002778
Atlanta GA,524,63,33,58,55,52,50,66,41,58,2013,33.7489954,-84.3879824
Augusta GA,520,68,57,70,65,57,53,63,70,75,2013,33.4734978,-82.0105148
Austin TX,635,58,27,57,57,60,68,67,45,65,2013,30.267153,-97.7430608
Bakersfield CA,800,56,38,49,64,32,55,80,55,64,2013,35.3732921,-119.0187125
Baltimore MD,512,70,45,65,68,58,73,64,62,72,2013,39.2903848,-76.6121893
Bangor ME,537,72,37,78,81,59,74,58,52,74,2013,44.8016128,-68.7712257
Baton Rouge LA,716,62,51,70,67,66,53,71,62,69,2013,30.4514677,-91.1871466
Beaumont-Port Arthur TX,692,61,43,74,56,46,66,75,47,70,2013,30.080174,-94.1265562
Bend OR,821,60,23,76,73,45,67,61,63,57,2013,44.0581728,-121.3153096
"Billings, MT",756,59,30,70,71,54,74,68,45,72,2013,45.7832856,-108.5006904
Biloxi-Gulfport MS,746,63,47,85,66,48,52,77,59,68,2013,30.3674198,-89.0928155
Binghamton NY,502,68,34,70,78,42,66,65,52,70,2013,42.0986867,-75.9179738
Birmingham AL,630,71,67,72,71,74,57,70,55,73,2013,33.5185892,-86.8103567
Bluefield-Beckley-Oak Hill WV,559,70,29,74,81,47,67,91,45,74,2013,37.2698395,-81.2223195
Boise ID,757,54,29,70,69,74,67,68,57,66,2013,43.6150186,-116.2023137
Boston MA-Manchester NH,506,67,33,61,67,81,67,64,48,63,2013,42.929687,-71.4352177
Bowling Green KY,736,72,28,64,57,71,61,77,34,66,2013,36.9685219,-86.4808043
Buffalo NY,514,75,30,64,75,53,65,70,53,69,2013,42.8864468,-78.8783689
Burlington VT-Plattsburgh NY,523,65,32,67,76,64,77,64,64,61,2013,44.6988382,-73.3804304
Butte-Bozeman MT,754,52,22,76,70,47,69,64,50,60,2013,45.671834,-111.089227
Casper-Riverton WY,767,53,20,79,80,37,69,75,43,70,2013,42.8505217,-106.3085313
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,637,64,48,69,80,50,71,69,68,71,2013,41.9778795,-91.6656232
Champaign & Springfield-Decatur IL,648,66,47,61,68,47,69,69,88,73,2013,,
Charleston SC,519,67,30,82,69,58,73,69,54,69,2013,32.7764749,-79.9310512
Charleston-Huntington WV,564,74,32,80,84,60,66,83,55,72,2013,38.4123775,-82.4270257
Charlotte NC,517,62,28,57,58,52,51,64,41,60,2013,35.2270869,-80.8431267
Charlottesville VA,584,72,53,73,77,65,81,70,56,75,2013,38.0293059,-78.4766781
Chattanooga TN,575,64,36,71,64,49,56,69,47,63,2013,35.0456297,-85.3096801
Cheyenne WY-Scottsbluff NE,759,55,34,68,68,39,66,88,62,63,2013,41.876312,-103.637984
Chicago IL,602,63,28,55,61,54,51,66,41,60,2013,41.8781136,-87.6297982
Chico-Redding CA,868,58,30,72,77,57,63,64,50,74,2013,39.775148,-121.8699698
Cincinnati OH,515,64,35,60,68,48,67,66,50,72,2013,39.1031182,-84.5120196
Clarksburg-Weston WV,598,69,32,71,94,41,80,83,70,80,2013,39.2638017,-80.326903
Cleveland-Akron (Canton) OH,510,68,35,65,69,53,59,73,51,68,2013,41.0953742,-81.5867677
Colorado Springs-Pueblo CO,752,56,30,60,68,50,60,72,53,61,2013,38.7978203,-104.7935738
Columbia SC,546,66,45,70,70,50,69,64,85,76,2013,34.0007104,-81.0348144
Columbia-Jefferson City MO,604,69,50,71,74,60,75,65,81,80,2013,38.9517053,-92.3340724
Columbus GA,522,64,54,58,70,58,61,67,67,74,2013,32.4609764,-84.9877094
Columbus OH,535,67,33,60,66,49,59,68,51,68,2013,39.9611755,-82.9987942
Columbus-Tupelo-West Point MS,673,63,28,60,56,62,45,66,35,56,2013,34.2708332,-88.7150718
Corpus Christi TX,600,62,23,62,67,51,65,77,54,79,2013,27.8005828,-97.396381
Dallas-Ft. Worth TX,623,56,27,54,55,59,57,66,34,57,2013,32.7766642,-96.7969879
Davenport IA-Rock Island-Moline IL,682,63,40,63,74,47,58,67,49,64,2013,41.5067003,-90.5151342
Dayton OH,542,62,29,60,64,49,61,67,49,72,2013,39.7589478,-84.1916069
Denver CO,751,57,27,58,60,49,57,63,46,56,2013,39.7392358,-104.990251
Des Moines-Ames IA,679,61,27,60,66,52,55,73,55,65,2013,42.0236281,-93.6097448
Detroit MI,505,66,38,63,65,57,58,65,45,62,2013,42.331427,-83.0457538
Dothan AL,606,61,24,82,62,54,46,69,28,64,2013,31.2232313,-85.3904888
Duluth MN-Superior WI,676,64,38,100,91,52,69,72,57,76,2013,46.7207737,-92.1040796
El Paso TX,765,58,38,49,75,43,76,65,64,82,2013,31.7618778,-106.4850217
Elmira NY,565,74,36,66,73,44,60,79,72,75,2013,42.0897965,-76.8077338
Erie PA,516,72,32,71,82,60,67,79,58,72,2013,42.1292241,-80.085059
Eugene OR,801,57,33,65,73,44,72,63,62,69,2013,44.0520691,-123.0867536
Eureka CA,802,56,13,61,54,48,51,70,33,54,2013,40.8020712,-124.1636729
Evansville IN,649,66,29,72,78,64,60,76,62,73,2013,37.9715592,-87.5710898
Fairbanks AK,745,50,20,64,63,28,53,59,54,56,2013,64.8377778,-147.7163888
Fargo-Valley City ND,724,62,39,75,74,37,67,73,70,78,2013,46.9243955,-98.0035186
Flint-Saginaw-Bay City MI,513,65,34,81,67,55,58,78,52,63,2013,43.5993199,-83.8890847
Florence-Myrtle Beach SC,570,68,36,65,68,44,47,61,57,67,2013,33.703071,-78.8892497
Fresno-Visalia CA,866,56,40,58,67,43,54,66,59,68,2013,36.32166,-119.3148878
Ft. Myers-Naples FL,571,74,38,82,58,56,60,69,40,64,2013,26.1411682,-81.7935098
Ft. Smith-Fayetteville-Springdale-Rogers AR,670,60,25,66,73,64,62,68,55,66,2013,,
Ft. Wayne IN,509,64,29,67,78,42,59,70,56,73,2013,41.079273,-85.1393513
Gainesville FL,592,70,71,81,71,61,86,71,91,80,2013,29.6516344,-82.3248262
Glendive MT,798,52,0,0,0,0,0,0,0,0,2013,47.106401,-104.7107931
Grand Junction-Montrose CO,773,65,36,91,75,44,61,64,59,65,2013,38.4967651,-107.8989028
Grand Rapids-Kalamazoo-Battle Creek MI,563,62,34,67,73,49,62,66,56,67,2013,42.2355515,-85.5515933
Great Falls MT,755,67,42,66,69,39,67,63,68,69,2013,47.5052849,-111.3007715
Green Bay-Appleton WI,658,60,25,65,75,42,60,67,56,64,2013,44.2667743,-88.3850175
Greensboro-High Point-Winston Salem NC,518,69,41,70,65,58,63,63,60,70,2013,35.9556923,-80.0053176
Greenville-New Bern-Washington NC,545,63,45,74,69,48,68,70,69,70,2013,35.5984979,-77.0577179
Greenville-Spartanburg SC-Asheville NC-Anderson SC,567,68,30,71,68,60,67,70,49,69,2013,34.8526176,-82.3940104
Greenwood-Greenville MS,647,74,65,82,71,57,47,51,57,95,2013,33.5171152,-90.1763225
Harlingen-Weslaco-Brownsville-McAllen TX,636,54,40,40,52,50,49,48,67,65,2013,,
Harrisburg-Lancaster-Lebanon-York PA,566,72,40,69,73,67,70,75,53,70,2013,39.9830208,-76.7197723
Harrisonburg VA,569,64,37,71,79,63,66,77,66,76,2013,38.4495688,-78.8689155
Hartford & New Haven CT,533,74,37,65,74,75,73,66,60,67,2013,41.3055024,-72.9267354
Hattiesburg-Laurel MS,710,68,35,74,64,64,52,69,54,59,2013,31.468239,-89.335421
Helena MT,766,65,16,79,66,61,92,77,47,75,2013,46.5891452,-112.0391057
Honolulu HI,744,58,29,70,62,43,56,63,57,68,2013,21.3069444,-157.8583333
Houston TX,618,62,34,57,52,43,62,62,41,62,2013,29.7604267,-95.3698028
Huntsville-Decatur (Florence) AL,691,71,29,66,69,61,58,70,47,71,2013,34.8279976,-87.6209133
Idaho Falls-Pocatello ID,758,54,35,81,80,43,59,64,74,78,2013,42.906046,-112.4315298
Indianapolis IN,527,67,34,64,70,54,66,73,57,79,2013,39.768403,-86.158068
Jackson MS,718,68,50,78,70,80,53,75,72,78,2013,32.2987573,-90.1848103
Jackson TN,639,70,85,71,80,59,76,78,42,76,2013,35.6145169,-88.8139469
Jacksonville FL,561,66,54,69,60,80,59,66,54,69,2013,30.3321838,-81.655651
Johnstown-Altoona PA,574,67,43,69,79,46,64,64,82,71,2013,40.4529782,-78.3930329
Jonesboro AR,734,69,57,82,97,64,49,83,84,63,2013,35.8422967,-90.704279
Joplin MO-Pittsburg KS,603,61,31,71,71,50,53,66,66,72,2013,37.3948426,-94.700525
Juneau AK,747,55,0,78,65,41,68,60,0,73,2013,58.3019444,-134.4197221
Kansas City MO,616,64,35,62,62,52,58,69,43,69,2013,39.0997265,-94.5785667
Knoxville TN,557,68,26,70,64,57,61,76,44,66,2013,35.9606384,-83.9207392
La Crosse-Eau Claire WI,702,63,35,84,83,42,72,73,74,71,2013,44.8651049,-91.4743642
Lafayette IN,582,65,51,61,65,27,76,53,100,70,2013,40.4167022,-86.8752869
Lafayette LA,642,59,62,71,60,45,48,73,40,58,2013,30.2240897,-92.0198427
Lake Charles LA,643,65,33,67,66,53,63,71,38,70,2013,30.2265949,-93.2173758
Lansing MI,551,65,50,68,70,64,67,68,65,71,2013,42.732535,-84.5555347
Laredo TX,749,55,42,39,54,37,43,45,49,75,2013,27.5035613,-99.5075519
Las Vegas NV,839,59,32,56,53,56,52,68,34,58,2013,36.1699412,-115.1398296
Lexington KY,541,68,40,74,75,57,70,81,78,79,2013,38.0405837,-84.5037164
Lima OH,558,68,27,62,89,48,53,72,82,68,2013,40.742551,-84.1052256
Lincoln & Hastings-Kearney NE,722,61,28,63,68,44,63,73,62,68,2013,40.5827492,-98.3915866
Little Rock-Pine Bluff AR,693,69,37,72,76,73,63,73,72,78,2013,34.2025124,-92.0491611
Los Angeles CA,803,56,26,52,58,41,49,60,44,55,2013,34.0522342,-118.2436849
Louisville KY,529,70,44,73,69,83,61,72,54,75,2013,38.2526647,-85.7584557
Lubbock TX,651,55,48,60,69,57,66,67,52,65,2013,33.5778631,-101.8551665
Macon GA,503,62,45,68,67,65,60,62,62,64,2013,32.8406946,-83.6324022
Madison WI,669,61,26,64,63,44,69,66,45,66,2013,43.0730517,-89.4012302
Mankato MN,737,63,44,62,81,30,64,69,97,68,2013,44.1635775,-93.9993996
Marquette MI,553,66,39,93,100,49,73,73,56,74,2013,46.5436199,-87.3953713
Medford-Klamath Falls OR,813,61,29,76,71,42,72,59,55,69,2013,42.224924,-121.7722781
Memphis TN,640,68,70,62,63,59,59,66,73,79,2013,35.1495343,-90.0489801
Meridian MS,711,68,37,66,65,35,56,71,47,100,2013,32.3643098,-88.703656
Miami-Ft. Lauderdale FL,528,61,38,57,51,56,47,54,37,57,2013,26.0947577,-80.1352122
Milwaukee WI,617,62,36,64,65,53,61,63,54,66,2013,43.0389025,-87.9064736
Minneapolis-St. Paul MN,613,59,31,65,65,49,62,68,48,63,2013,44.9374831,-93.2009998
Minot-Bismarck-Dickinson(Williston) ND,687,58,31,81,62,33,58,78,44,66,2013,46.8067257,-100.7865799
Missoula MT,762,59,28,67,76,50,79,67,46,78,2013,46.8721284,-113.9940314
Mobile AL-Pensacola (Ft. Walton Beach) FL,686,65,37,73,66,55,58,71,49,66,2013,30.4684724,-87.2087375
Monroe LA-El Dorado AR,628,67,42,73,72,55,58,63,62,79,2013,33.2152717,-92.64196
Monterey-Salinas CA,828,59,23,60,68,38,53,57,48,58,2013,36.6777372,-121.6555013
Montgomery (Selma) AL,698,69,65,70,70,70,53,66,58,79,2013,32.4068484,-87.0190868
Nashville TN,659,68,36,72,62,65,63,79,50,70,2013,36.1626638,-86.7816016
New Orleans LA,622,62,36,70,60,56,55,79,40,62,2013,29.9510658,-90.0715323
New York NY,501,64,29,51,60,52,60,58,44,58,2013,40.7127753,-74.0059728
Norfolk-Portsmouth-Newport News VA,544,62,44,62,65,47,60,65,52,67,2013,36.8354258,-76.2982742
North Platte NE,740,60,22,69,100,35,66,64,0,68,2013,41.1402759,-100.7601454
Odessa-Midland TX,633,53,23,63,61,43,63,76,36,77,2013,31.9391746,-102.2522487
Oklahoma City OK,650,62,27,71,60,56,65,79,42,65,2013,35.4675602,-97.5164276
Omaha NE,652,67,31,67,67,58,65,75,52,70,2013,41.2565369,-95.9345034
Orlando-Daytona Beach-Melbourne FL,534,65,44,63,56,65,53,66,39,62,2013,,
Ottumwa IA-Kirksville MO,631,67,41,79,79,42,88,83,73,74,2013,,
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,632,69,40,76,80,61,64,72,55,73,2013,37.0833893,-88.6000478
Palm Springs CA,804,61,21,79,53,47,56,60,42,60,2013,33.8302961,-116.5452921
Panama City FL,656,59,33,88,49,64,52,78,38,60,2013,30.1588129,-85.6602058
Parkersburg WV,597,72,26,82,66,48,57,98,53,76,2013,39.2667418,-81.5615135
Peoria-Bloomington IL,675,68,36,67,67,45,65,67,62,72,2013,40.4566216,-88.9758277
Philadelphia PA,504,75,36,62,66,77,69,68,51,68,2013,39.9525839,-75.1652215
Phoenix AZ,753,61,40,60,62,57,57,69,50,65,2013,33.4483771,-112.0740373
Pittsburgh PA,508,73,39,72,76,69,70,75,52,71,2013,40.4406248,-79.9958864
Portland OR,820,46,24,41,40,29,42,37,30,51,2013,45.5051064,-122.6750261
Portland-Auburn ME,500,71,34,75,78,67,70,64,52,66,2013,44.021648,-70.2832225
Presque Isle ME,552,81,49,92,91,64,79,70,65,94,2013,46.681153,-68.0158614
Providence RI-New Bedford MA,521,65,39,59,73,63,67,64,54,66,2013,41.8563438,-71.2874209
Quincy IL-Hannibal MO-Keokuk IA,717,68,54,79,94,47,63,60,98,77,2013,,
Raleigh-Durham (Fayetteville) NC,560,69,40,63,67,51,72,64,63,70,2013,35.0478668,-78.8565861
Rapid City SD,764,54,26,69,68,46,66,76,57,60,2013,44.0805434,-103.2310149
Reno NV,811,58,29,69,60,44,59,75,50,60,2013,39.5296329,-119.8138027
Richmond-Petersburg VA,556,69,57,62,70,55,65,62,54,79,2013,,
Roanoke-Lynchburg VA,573,64,45,69,70,70,66,63,55,70,2013,37.3177678,-79.9994997
Rochester MN-Mason City IA-Austin MN,611,100,100,90,88,48,100,66,91,98,2013,,
Rochester NY,538,72,40,66,71,44,69,65,59,67,2013,43.1565779,-77.6088465
Rockford IL,610,64,36,63,70,56,58,76,54,72,2013,42.2711311,-89.0939952
Sacramento-Stockton-Modesto CA,862,59,29,62,65,42,60,65,53,65,2013,37.9570225,-121.2797902
Salisbury MD,576,72,43,79,64,63,62,71,68,67,2013,38.3606736,-75.5993692
Salt Lake City UT,770,53,29,63,70,59,53,66,49,65,2013,40.7607793,-111.8910474
San Angelo TX,661,58,31,58,62,100,63,92,51,73,2013,31.4637723,-100.4370375
San Antonio TX,641,57,27,52,51,56,51,66,34,63,2013,29.4241219,-98.4936282
San Diego CA,825,61,34,59,60,44,59,62,50,60,2013,32.715738,-117.1610838
San Francisco-Oakland-San Jose CA,807,56,28,56,54,36,57,57,41,57,2013,,
Santa Barbara-Santa Maria-San Luis Obispo CA,855,55,24,58,70,35,53,56,58,55,2013,34.9226032,-120.4299882
Savannah GA,507,66,46,67,63,48,61,69,61,66,2013,32.0808989,-81.091203
Seattle-Tacoma WA,819,57,21,62,60,45,63,64,38,59,2013,47.4502499,-122.3088165
Sherman TX-Ada OK,657,62,39,75,73,57,70,60,47,71,2013,33.6872249,-96.5753925
Shreveport LA,612,64,43,74,71,55,64,77,51,73,2013,32.5251516,-93.7501789
Sioux City IA,624,61,42,64,74,42,53,63,51,63,2013,42.4963416,-96.4049408
Sioux Falls(Mitchell) SD,725,70,53,73,78,40,78,82,70,85,2013,43.5835394,-96.7118155
South Bend-Elkhart IN,588,64,25,57,69,43,62,63,57,65,2013,41.6843287,-85.9708313
Spokane WA,881,61,31,74,70,47,62,62,59,68,2013,47.6587802,-117.4260465
Springfield MO,619,62,36,74,71,51,64,79,53,64,2013,37.2089572,-93.2922989
Springfield-Holyoke MA,543,66,28,63,76,69,65,64,63,67,2013,42.2042586,-72.6162009
St. Joseph MO,638,67,41,69,79,55,58,68,65,73,2013,39.7674578,-94.846681
St. Louis MO,609,66,27,64,62,61,58,71,44,66,2013,38.6270025,-90.1994042
Syracuse NY,555,70,33,63,77,48,70,67,73,66,2013,43.0481221,-76.1474244
Tallahassee FL-Thomasville GA,530,68,50,70,72,66,59,60,72,73,2013,30.3350027,-84.2105744
Tampa-St. Petersburg (Sarasota) FL,539,72,41,68,57,68,56,66,41,64,2013,28.274347,-82.3885783
Terre Haute IN,581,64,49,71,88,46,63,65,87,76,2013,39.4667034,-87.4139092
Toledo OH,547,69,37,64,70,57,63,67,68,71,2013,41.6528052,-83.5378674
Topeka KS,605,57,30,60,71,48,75,70,73,70,2013,39.0473451,-95.6751576
Traverse City-Cadillac MI,540,62,35,86,89,49,67,71,62,61,2013,44.7354212,-85.5946084
Tri-Cities TN-VA,531,79,55,79,78,60,76,81,50,72,2013,36.5450182,-82.5555539
Tucson (Sierra Vista) AZ,789,65,38,60,73,43,69,66,66,72,2013,32.2709837,-110.9614306
Tulsa OK,671,65,30,67,68,53,61,69,52,69,2013,36.1539816,-95.992775
Twin Falls ID,760,58,27,73,73,46,53,69,66,59,2013,42.5558381,-114.4700518
Tyler-Longview(Lufkin & Nacogdoches) TX,709,62,45,74,59,59,68,76,55,71,2013,,
Utica NY,526,69,31,77,80,51,60,71,78,71,2013,43.100903,-75.232664
Victoria TX,626,54,25,75,63,69,77,83,0,80,2013,28.8052674,-97.0035982
Waco-Temple-Bryan TX,625,55,39,59,65,47,77,67,54,64,2013,31.6046625,-97.1980025
Washington DC (Hagerstown MD),511,64,30,53,57,48,70,63,50,62,2013,39.642645,-77.721057
Watertown NY,549,63,25,69,86,39,77,71,69,69,2013,43.9747838,-75.9107565
Wausau-Rhinelander WI,705,65,59,75,73,53,73,69,59,69,2013,45.6555505,-89.3920037
West Palm Beach-Ft. Pierce FL,548,61,27,52,45,56,38,49,26,55,2013,27.366166,-80.2467597
Wheeling WV-Steubenville OH,554,75,38,87,78,69,66,92,41,77,2013,40.3668048,-80.6317037
Wichita Falls TX & Lawton OK,627,59,23,59,64,70,60,81,57,70,2013,34.6092311,-98.418011
Wichita-Hutchinson KS,678,60,22,64,62,53,51,67,42,64,2013,37.6871761,-97.330053
Wilkes Barre-Scranton PA,577,73,33,70,78,70,72,79,58,68,2013,41.2343893,-75.8534771
Wilmington NC,550,67,39,81,72,70,67,66,55,63,2013,34.2103894,-77.8868117
Yakima-Pasco-Richland-Kennewick WA,810,59,29,62,67,39,66,57,65,71,2013,46.2529128,-119.230849
Youngstown OH,536,72,36,70,76,53,54,76,58,69,2013,41.0997803,-80.6495194
Yuma AZ-El Centro CA,771,56,41,66,64,35,43,63,55,64,2013,32.6926512,-114.6276916
Zanesville OH,596,66,30,57,81,54,63,82,37,74,2013,39.9403453,-82.0131924
Abilene-Sweetwater TX,662,70,53,59,76,91,75,77,39,69,2014,32.4106903,-99.7653019
Albany GA,525,76,71,64,64,62,52,64,64,77,2014,31.5785074,-84.155741
Albany-Schenectady-Troy NY,532,76,31,59,67,57,74,68,48,71,2014,42.7636479,-73.6536209
Albuquerque-Santa Fe NM,790,68,33,57,64,52,64,65,48,81,2014,35.658802,-105.9603685
Alexandria LA,644,68,48,55,60,56,44,81,48,60,2014,31.3112936,-92.4451371
Alpena MI,583,64,0,59,87,36,68,76,0,86,2014,45.0616794,-83.4327528
Amarillo TX,634,67,34,54,67,62,58,77,39,74,2014,35.2219971,-101.8312969
Anchorage AK,743,62,32,68,55,33,74,60,41,68,2014,61.2180556,-149.9002778
Atlanta GA,524,72,41,53,51,56,51,63,35,64,2014,33.7489954,-84.3879824
Augusta GA,520,69,28,62,54,70,41,72,24,59,2014,33.4734978,-82.0105148
Austin TX,635,66,30,52,51,64,63,69,35,67,2014,30.267153,-97.7430608
Bakersfield CA,800,67,37,53,60,36,56,71,45,73,2014,35.3732921,-119.0187125
Baltimore MD,512,80,52,58,62,66,78,63,59,79,2014,39.2903848,-76.6121893
Bangor ME,537,78,36,80,79,67,70,68,47,70,2014,44.8016128,-68.7712257
Baton Rouge LA,716,71,64,61,59,74,56,72,47,70,2014,30.4514677,-91.1871466
Beaumont-Port Arthur TX,692,70,65,56,61,52,63,66,38,69,2014,30.080174,-94.1265562
Bend OR,821,72,37,66,65,52,80,59,37,71,2014,44.0581728,-121.3153096
"Billings, MT",756,68,21,73,67,60,72,75,44,76,2014,45.7832856,-108.5006904
Biloxi-Gulfport MS,746,66,45,71,64,64,47,75,41,75,2014,30.3674198,-89.0928155
Binghamton NY,502,80,36,63,74,50,66,75,65,72,2014,42.0986867,-75.9179738
Birmingham AL,630,78,70,64,67,79,59,73,52,77,2014,33.5185892,-86.8103567
Bluefield-Beckley-Oak Hill WV,559,86,38,72,71,51,73,100,41,78,2014,37.2698395,-81.2223195
Boise ID,757,62,37,59,64,70,60,66,49,73,2014,43.6150186,-116.2023137
Boston MA-Manchester NH,506,77,40,54,61,88,65,62,43,67,2014,42.929687,-71.4352177
Bowling Green KY,736,75,29,61,54,70,49,75,26,64,2014,36.9685219,-86.4808043
Buffalo NY,514,84,36,60,65,64,64,66,47,71,2014,42.8864468,-78.8783689
Burlington VT-Plattsburgh NY,523,72,37,65,68,70,70,61,55,65,2014,44.6988382,-73.3804304
Butte-Bozeman MT,754,59,19,53,64,60,68,71,59,66,2014,45.671834,-111.089227
Casper-Riverton WY,767,62,36,78,64,55,52,77,38,81,2014,42.8505217,-106.3085313
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,637,76,51,68,72,56,66,68,58,78,2014,41.9778795,-91.6656232
Champaign & Springfield-Decatur IL,648,73,52,64,67,50,66,66,68,75,2014,,
Charleston SC,519,78,41,76,58,65,64,68,46,69,2014,32.7764749,-79.9310512
Charleston-Huntington WV,564,84,40,75,76,64,67,86,42,76,2014,38.4123775,-82.4270257
Charlotte NC,517,69,33,53,54,56,51,65,39,65,2014,35.2270869,-80.8431267
Charlottesville VA,584,80,74,75,71,68,69,67,58,76,2014,38.0293059,-78.4766781
Chattanooga TN,575,78,38,67,61,57,55,75,36,70,2014,35.0456297,-85.3096801
Cheyenne WY-Scottsbluff NE,759,69,14,72,63,50,57,70,42,73,2014,41.876312,-103.637984
Chicago IL,602,71,35,52,56,63,52,64,38,63,2014,41.8781136,-87.6297982
Chico-Redding CA,868,63,35,69,59,59,67,61,46,74,2014,39.775148,-121.8699698
Cincinnati OH,515,74,39,54,60,53,68,67,44,74,2014,39.1031182,-84.5120196
Clarksburg-Weston WV,598,84,33,63,76,53,77,79,50,84,2014,39.2638017,-80.326903
Cleveland-Akron (Canton) OH,510,76,43,58,64,59,60,68,49,70,2014,41.0953742,-81.5867677
Colorado Springs-Pueblo CO,752,63,26,56,62,55,57,75,41,63,2014,38.7978203,-104.7935738
Columbia SC,546,77,53,61,66,61,66,62,76,81,2014,34.0007104,-81.0348144
Columbia-Jefferson City MO,604,80,58,70,69,64,67,69,75,88,2014,38.9517053,-92.3340724
Columbus GA,522,74,49,63,61,66,62,70,61,74,2014,32.4609764,-84.9877094
Columbus OH,535,78,37,55,61,55,63,69,43,72,2014,39.9611755,-82.9987942
Columbus-Tupelo-West Point MS,673,75,48,60,56,69,43,73,32,64,2014,34.2708332,-88.7150718
Corpus Christi TX,600,71,39,50,61,57,59,78,46,83,2014,27.8005828,-97.396381
Dallas-Ft. Worth TX,623,63,36,48,53,64,60,68,32,64,2014,32.7766642,-96.7969879
Davenport IA-Rock Island-Moline IL,682,69,54,53,68,52,52,71,48,76,2014,41.5067003,-90.5151342
Dayton OH,542,75,30,55,69,52,62,71,45,74,2014,39.7589478,-84.1916069
Denver CO,751,63,30,51,55,55,53,65,39,59,2014,39.7392358,-104.990251
Des Moines-Ames IA,679,71,33,53,65,61,66,65,48,74,2014,42.0236281,-93.6097448
Detroit MI,505,74,42,59,58,64,58,65,37,65,2014,42.331427,-83.0457538
Dothan AL,606,72,42,72,62,70,58,80,35,70,2014,31.2232313,-85.3904888
Duluth MN-Superior WI,676,74,50,79,76,55,67,66,55,79,2014,46.7207737,-92.1040796
El Paso TX,765,68,62,42,66,42,68,65,61,84,2014,31.7618778,-106.4850217
Elmira NY,565,74,29,50,63,43,64,71,56,63,2014,42.0897965,-76.8077338
